,NAME,RATING,REVIEWS,COMPANY TYPE,COMPANY LOCATION,OLD
3939,Genpact,4.0,(19.8k Reviews),Public,"New York,New York + 70 more",26 years old
3940,HCLTech,3.8,(19k Reviews),Public,"Noida,Uttar Pradesh + 144 more",32 years old
3941,Amazon,4.2,(18.4k Reviews),Public,"Seattle,Washington + 388 more",29 years old
3942,Axis Bank,3.9,(17k Reviews),Public,"Mumbai,Maharashtra + 1136 more",30 years old
3943,IBM,4.1,(15.9k Reviews),Public,"Armonk,New York + 121 more",112 years old
3944,Concentrix Corpo...,4.0,(15.9k Reviews),Public,"Fremont,California + 73 more",40 years old
3945,Reliance Jio,4.1,(15.6k Reviews),Public,"Navi Mumbai,Maharashtra + 1032 more",16 years old
3946,Larsen & Toubro ...,4.0,(15k Reviews),Public,"Mumbai,Maharashtra + 533 more",77 years old
3947,HDB Financial Se...,4.0,(14.1k Reviews),Private,"Ahmedabad,Gujrat + 819 more",16 years old
3948,Vodafone Idea,4.2,(13.4k Reviews),Public,"Gandhinagar,Gujrat + 581 more",5 years old
3949,Teleperformance,3.6,(12.3k Reviews),Private,Paris + 125 more,45 years old
3950,Reliance Retail,4.2,(11.5k Reviews),Private,"Navi Mumbai,Maharashtra + 756 more",17 years old
3951,Kotak Mahindra B...,3.9,(10.7k Reviews),Public,"Mumbai,Maharashtra + 484 more",20 years old
3952,Deloitte,4.1,(10.1k Reviews),Private,"New York,New York + 132 more",178 years old
3953,Reliance Industr...,4.1,(10k Reviews),Public,"Navi Mumbai,Maharashtra + 511 more",50 years old
3954,BYJU'S,3.3,(9.7k Reviews),Private,"Bangalore,Karnataka + 267 more",12 years old
3955,Bharti Airtel,4.1,(9.6k Reviews),Public,"Gurgaon/Gurugram,Haryana + 541 more",28 years old
3956,Tata Motors,4.2,(9k Reviews),Public,"Pune,Maharashtra + 394 more",78 years old
3957,Flipkart,4.2,(7.6k Reviews),Public,"Bangalore,Karnataka + 468 more",16 years old
3958,WNS,3.7,(7.3k Reviews),Private,"Mumbai,Maharashtra + 24 more",27 years old
3959,IndusInd Bank,3.8,(7.1k Reviews),Public,"Gurgaon/Gurugram,Haryana + 584 more",29 years old
3960,TCS,3.9,(53.3k Reviews),Public,"Mumbai,Maharashtra + 272 more",55 years old
3961,Accenture,4.1,(34.5k Reviews),Public,Dublin + 134 more,34 years old
3962,Cognizant,3.9,(31.6k Reviews),Private,Teaneck. New Jersey. + 103 more,29 years old
3963,ICICI Bank,4.1,(25.8k Reviews),Public,"Mumbai,Maharashtra + 1090 more",29 years old
3964,HDFC Bank,4.0,(25k Reviews),Public,"Mumbai,Maharashtra + 1308 more",29 years old
3965,Wipro,3.9,(24.9k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 227 more",78 years old
3966,Infosys,3.9,(23.6k Reviews),Public,"Bengaluru/Bangalore,Karnataka + 128 more",42 years old
3967,Capgemini,3.9,(21.7k Reviews),Public,Paris + 77 more,56 years old
3968,Tech Mahindra,3.7,(20.5k Reviews),Public,"Pune,Maharashtra + 214 more",37 years old
3969,Genpact,4.0,(19.8k Reviews),Public,"New York,New York + 70 more",26 years old
3970,HCLTech,3.8,(19k Reviews),Public,"Noida,Uttar Pradesh + 144 more",32 years old
3971,Amazon,4.2,(18.4k Reviews),Public,"Seattle,Washington + 388 more",29 years old
3972,Axis Bank,3.9,(17k Reviews),Public,"Mumbai,Maharashtra + 1136 more",30 years old
3973,IBM,4.1,(15.9k Reviews),Public,"Armonk,New York + 121 more",112 years old
3974,Concentrix Corpo...,4.0,(15.9k Reviews),Public,"Fremont,California + 73 more",40 years old
3975,Reliance Jio,4.1,(15.6k Reviews),Public,"Navi Mumbai,Maharashtra + 1032 more",16 years old
3976,Larsen & Toubro ...,4.0,(15k Reviews),Public,"Mumbai,Maharashtra + 533 more",77 years old
3977,HDB Financial Se...,4.0,(14.1k Reviews),Private,"Ahmedabad,Gujrat + 819 more",16 years old
3978,Vodafone Idea,4.2,(13.4k Reviews),Public,"Gandhinagar,Gujrat + 581 more",5 years old
3979,Teleperformance,3.6,(12.3k Reviews),Private,Paris + 125 more,45 years old
3980,Reliance Retail,4.2,(11.5k Reviews),Private,"Navi Mumbai,Maharashtra + 756 more",17 years old
3981,Kotak Mahindra B...,3.9,(10.7k Reviews),Public,"Mumbai,Maharashtra + 484 more",20 years old
3982,Deloitte,4.1,(10.1k Reviews),Private,"New York,New York + 132 more",178 years old
3983,Reliance Industr...,4.1,(10k Reviews),Public,"Navi Mumbai,Maharashtra + 511 more",50 years old
3984,BYJU'S,3.3,(9.7k Reviews),Private,"Bangalore,Karnataka + 267 more",12 years old
3985,Bharti Airtel,4.1,(9.6k Reviews),Public,"Gurgaon/Gurugram,Haryana + 541 more",28 years old
3986,Tata Motors,4.2,(9k Reviews),Public,"Pune,Maharashtra + 394 more",78 years old
3987,Flipkart,4.2,(7.6k Reviews),Public,"Bangalore,Karnataka + 468 more",16 years old
3988,WNS,3.7,(7.3k Reviews),Private,"Mumbai,Maharashtra + 24 more",27 years old
3989,IndusInd Bank,3.8,(7.1k Reviews),Public,"Gurgaon/Gurugram,Haryana + 584 more",29 years old
3990,TCS,3.9,(53.3k Reviews),Public,"Mumbai,Maharashtra + 272 more",55 years old
3991,Accenture,4.1,(34.5k Reviews),Public,Dublin + 134 more,34 years old
3992,Cognizant,3.9,(31.6k Reviews),Private,Teaneck. New Jersey. + 103 more,29 years old
3993,ICICI Bank,4.1,(25.8k Reviews),Public,"Mumbai,Maharashtra + 1090 more",29 years old
3994,HDFC Bank,4.0,(25k Reviews),Public,"Mumbai,Maharashtra + 1308 more",29 years old
3995,Wipro,3.9,(24.9k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 227 more",78 years old
3996,Infosys,3.9,(23.6k Reviews),Public,"Bengaluru/Bangalore,Karnataka + 128 more",42 years old
3997,Capgemini,3.9,(21.7k Reviews),Public,Paris + 77 more,56 years old
3998,Tech Mahindra,3.7,(20.5k Reviews),Public,"Pune,Maharashtra + 214 more",37 years old
3999,Genpact,4.0,(19.8k Reviews),Public,"New York,New York + 70 more",26 years old
4000,HCLTech,3.8,(19k Reviews),Public,"Noida,Uttar Pradesh + 144 more",32 years old
4001,Amazon,4.2,(18.4k Reviews),Public,"Seattle,Washington + 388 more",29 years old
4002,Axis Bank,3.9,(17k Reviews),Public,"Mumbai,Maharashtra + 1136 more",30 years old
4003,IBM,4.1,(15.9k Reviews),Public,"Armonk,New York + 121 more",112 years old
4004,Concentrix Corpo...,4.0,(15.9k Reviews),Public,"Fremont,California + 73 more",40 years old
4005,Reliance Jio,4.1,(15.6k Reviews),Public,"Navi Mumbai,Maharashtra + 1032 more",16 years old
4006,Larsen & Toubro ...,4.0,(15k Reviews),Public,"Mumbai,Maharashtra + 533 more",77 years old
4007,HDB Financial Se...,4.0,(14.1k Reviews),Private,"Ahmedabad,Gujrat + 819 more",16 years old
4008,Vodafone Idea,4.2,(13.4k Reviews),Public,"Gandhinagar,Gujrat + 581 more",5 years old
4009,Teleperformance,3.6,(12.3k Reviews),Private,Paris + 125 more,45 years old
4010,Reliance Retail,4.2,(11.5k Reviews),Private,"Navi Mumbai,Maharashtra + 756 more",17 years old
4011,Kotak Mahindra B...,3.9,(10.7k Reviews),Public,"Mumbai,Maharashtra + 484 more",20 years old
4012,Deloitte,4.1,(10.1k Reviews),Private,"New York,New York + 132 more",178 years old
4013,Reliance Industr...,4.1,(10k Reviews),Public,"Navi Mumbai,Maharashtra + 511 more",50 years old
4014,BYJU'S,3.3,(9.7k Reviews),Private,"Bangalore,Karnataka + 267 more",12 years old
4015,Bharti Airtel,4.1,(9.6k Reviews),Public,"Gurgaon/Gurugram,Haryana + 541 more",28 years old
4016,Tata Motors,4.2,(9k Reviews),Public,"Pune,Maharashtra + 394 more",78 years old
4017,Flipkart,4.2,(7.6k Reviews),Public,"Bangalore,Karnataka + 468 more",16 years old
4018,WNS,3.7,(7.3k Reviews),Private,"Mumbai,Maharashtra + 24 more",27 years old
4019,IndusInd Bank,3.8,(7.1k Reviews),Public,"Gurgaon/Gurugram,Haryana + 584 more",29 years old
4020,TCS,3.9,(53.3k Reviews),Public,"Mumbai,Maharashtra + 272 more",55 years old
4021,Accenture,4.1,(34.5k Reviews),Public,Dublin + 134 more,34 years old
4022,Cognizant,3.9,(31.6k Reviews),Private,Teaneck. New Jersey. + 103 more,29 years old
4023,ICICI Bank,4.1,(25.8k Reviews),Public,"Mumbai,Maharashtra + 1090 more",29 years old
4024,HDFC Bank,4.0,(25k Reviews),Public,"Mumbai,Maharashtra + 1308 more",29 years old
4025,Wipro,3.9,(24.9k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 227 more",78 years old
4026,Infosys,3.9,(23.6k Reviews),Public,"Bengaluru/Bangalore,Karnataka + 128 more",42 years old
4027,Capgemini,3.9,(21.7k Reviews),Public,Paris + 77 more,56 years old
4028,Tech Mahindra,3.7,(20.5k Reviews),Public,"Pune,Maharashtra + 214 more",37 years old
4029,Genpact,4.0,(19.8k Reviews),Public,"New York,New York + 70 more",26 years old
4030,HCLTech,3.8,(19k Reviews),Public,"Noida,Uttar Pradesh + 144 more",32 years old
4031,Amazon,4.2,(18.4k Reviews),Public,"Seattle,Washington + 388 more",29 years old
4032,Axis Bank,3.9,(17k Reviews),Public,"Mumbai,Maharashtra + 1136 more",30 years old
4033,IBM,4.1,(15.9k Reviews),Public,"Armonk,New York + 121 more",112 years old
4034,Concentrix Corpo...,4.0,(15.9k Reviews),Public,"Fremont,California + 73 more",40 years old
4035,Reliance Jio,4.1,(15.6k Reviews),Public,"Navi Mumbai,Maharashtra + 1032 more",16 years old
4036,Larsen & Toubro ...,4.0,(15k Reviews),Public,"Mumbai,Maharashtra + 533 more",77 years old
4037,HDB Financial Se...,4.0,(14.1k Reviews),Private,"Ahmedabad,Gujrat + 819 more",16 years old
4038,Vodafone Idea,4.2,(13.4k Reviews),Public,"Gandhinagar,Gujrat + 581 more",5 years old
4039,Teleperformance,3.6,(12.3k Reviews),Private,Paris + 125 more,45 years old
4040,Reliance Retail,4.2,(11.5k Reviews),Private,"Navi Mumbai,Maharashtra + 756 more",17 years old
4041,Kotak Mahindra B...,3.9,(10.7k Reviews),Public,"Mumbai,Maharashtra + 484 more",20 years old
4042,Deloitte,4.1,(10.1k Reviews),Private,"New York,New York + 132 more",178 years old
4043,Reliance Industr...,4.1,(10k Reviews),Public,"Navi Mumbai,Maharashtra + 511 more",50 years old
4044,BYJU'S,3.3,(9.7k Reviews),Private,"Bangalore,Karnataka + 267 more",12 years old
4045,Bharti Airtel,4.1,(9.6k Reviews),Public,"Gurgaon/Gurugram,Haryana + 541 more",28 years old
4046,Tata Motors,4.2,(9k Reviews),Public,"Pune,Maharashtra + 394 more",78 years old
4047,Flipkart,4.2,(7.6k Reviews),Public,"Bangalore,Karnataka + 468 more",16 years old
4048,WNS,3.7,(7.3k Reviews),Private,"Mumbai,Maharashtra + 24 more",27 years old
4049,IndusInd Bank,3.8,(7.1k Reviews),Public,"Gurgaon/Gurugram,Haryana + 584 more",29 years old
4050,TCS,3.9,(53.3k Reviews),Public,"Mumbai,Maharashtra + 272 more",55 years old
4051,Accenture,4.1,(34.5k Reviews),Public,Dublin + 134 more,34 years old
4052,Cognizant,3.9,(31.6k Reviews),Private,Teaneck. New Jersey. + 103 more,29 years old
4053,ICICI Bank,4.1,(25.8k Reviews),Public,"Mumbai,Maharashtra + 1090 more",29 years old
4054,HDFC Bank,4.0,(25k Reviews),Public,"Mumbai,Maharashtra + 1308 more",29 years old
4055,Wipro,3.9,(24.9k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 227 more",78 years old
4056,Infosys,3.9,(23.6k Reviews),Public,"Bengaluru/Bangalore,Karnataka + 128 more",42 years old
4057,Capgemini,3.9,(21.7k Reviews),Public,Paris + 77 more,56 years old
4058,Tech Mahindra,3.7,(20.5k Reviews),Public,"Pune,Maharashtra + 214 more",37 years old
4059,Genpact,4.0,(19.8k Reviews),Public,"New York,New York + 70 more",26 years old
4060,HCLTech,3.8,(19k Reviews),Public,"Noida,Uttar Pradesh + 144 more",32 years old
4061,Amazon,4.2,(18.4k Reviews),Public,"Seattle,Washington + 388 more",29 years old
4062,Axis Bank,3.9,(17k Reviews),Public,"Mumbai,Maharashtra + 1136 more",30 years old
4063,IBM,4.1,(15.9k Reviews),Public,"Armonk,New York + 121 more",112 years old
4064,Concentrix Corpo...,4.0,(15.9k Reviews),Public,"Fremont,California + 73 more",40 years old
4065,Reliance Jio,4.1,(15.6k Reviews),Public,"Navi Mumbai,Maharashtra + 1032 more",16 years old
4066,Larsen & Toubro ...,4.0,(15k Reviews),Public,"Mumbai,Maharashtra + 533 more",77 years old
4067,HDB Financial Se...,4.0,(14.1k Reviews),Private,"Ahmedabad,Gujrat + 819 more",16 years old
4068,Vodafone Idea,4.2,(13.4k Reviews),Public,"Gandhinagar,Gujrat + 581 more",5 years old
4069,Teleperformance,3.6,(12.3k Reviews),Private,Paris + 125 more,45 years old
4070,Reliance Retail,4.2,(11.5k Reviews),Private,"Navi Mumbai,Maharashtra + 756 more",17 years old
4071,Kotak Mahindra B...,3.9,(10.7k Reviews),Public,"Mumbai,Maharashtra + 484 more",20 years old
4072,Deloitte,4.1,(10.1k Reviews),Private,"New York,New York + 132 more",178 years old
4073,Reliance Industr...,4.1,(10k Reviews),Public,"Navi Mumbai,Maharashtra + 511 more",50 years old
4074,BYJU'S,3.3,(9.7k Reviews),Private,"Bangalore,Karnataka + 267 more",12 years old
4075,Bharti Airtel,4.1,(9.6k Reviews),Public,"Gurgaon/Gurugram,Haryana + 541 more",28 years old
4076,Tata Motors,4.2,(9k Reviews),Public,"Pune,Maharashtra + 394 more",78 years old
4077,Flipkart,4.2,(7.6k Reviews),Public,"Bangalore,Karnataka + 468 more",16 years old
4078,WNS,3.7,(7.3k Reviews),Private,"Mumbai,Maharashtra + 24 more",27 years old
4079,IndusInd Bank,3.8,(7.1k Reviews),Public,"Gurgaon/Gurugram,Haryana + 584 more",29 years old
4080,TCS,3.9,(53.3k Reviews),Public,"Mumbai,Maharashtra + 272 more",55 years old
4081,Accenture,4.1,(34.5k Reviews),Public,Dublin + 134 more,34 years old
4082,Cognizant,3.9,(31.6k Reviews),Private,Teaneck. New Jersey. + 103 more,29 years old
4083,ICICI Bank,4.1,(25.8k Reviews),Public,"Mumbai,Maharashtra + 1090 more",29 years old
4084,HDFC Bank,4.0,(25k Reviews),Public,"Mumbai,Maharashtra + 1308 more",29 years old
4085,Wipro,3.9,(24.9k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 227 more",78 years old
4086,Infosys,3.9,(23.6k Reviews),Public,"Bengaluru/Bangalore,Karnataka + 128 more",42 years old
4087,Capgemini,3.9,(21.7k Reviews),Public,Paris + 77 more,56 years old
4088,Tech Mahindra,3.7,(20.5k Reviews),Public,"Pune,Maharashtra + 214 more",37 years old
4089,Genpact,4.0,(19.8k Reviews),Public,"New York,New York + 70 more",26 years old
4090,HCLTech,3.8,(19k Reviews),Public,"Noida,Uttar Pradesh + 144 more",32 years old
4091,Amazon,4.2,(18.4k Reviews),Public,"Seattle,Washington + 388 more",29 years old
4092,Axis Bank,3.9,(17k Reviews),Public,"Mumbai,Maharashtra + 1136 more",30 years old
4093,IBM,4.1,(15.9k Reviews),Public,"Armonk,New York + 121 more",112 years old
4094,Concentrix Corpo...,4.0,(15.9k Reviews),Public,"Fremont,California + 73 more",40 years old
4095,Reliance Jio,4.1,(15.6k Reviews),Public,"Navi Mumbai,Maharashtra + 1032 more",16 years old
4096,Larsen & Toubro ...,4.0,(15k Reviews),Public,"Mumbai,Maharashtra + 533 more",77 years old
4097,HDB Financial Se...,4.0,(14.1k Reviews),Private,"Ahmedabad,Gujrat + 819 more",16 years old
4098,Vodafone Idea,4.2,(13.4k Reviews),Public,"Gandhinagar,Gujrat + 581 more",5 years old
4099,Teleperformance,3.6,(12.3k Reviews),Private,Paris + 125 more,45 years old
4100,Reliance Retail,4.2,(11.5k Reviews),Private,"Navi Mumbai,Maharashtra + 756 more",17 years old
4101,Kotak Mahindra B...,3.9,(10.7k Reviews),Public,"Mumbai,Maharashtra + 484 more",20 years old
4102,Deloitte,4.1,(10.1k Reviews),Private,"New York,New York + 132 more",178 years old
4103,Reliance Industr...,4.1,(10k Reviews),Public,"Navi Mumbai,Maharashtra + 511 more",50 years old
4104,BYJU'S,3.3,(9.7k Reviews),Private,"Bangalore,Karnataka + 267 more",12 years old
4105,Bharti Airtel,4.1,(9.6k Reviews),Public,"Gurgaon/Gurugram,Haryana + 541 more",28 years old
4106,Tata Motors,4.2,(9k Reviews),Public,"Pune,Maharashtra + 394 more",78 years old
4107,Flipkart,4.2,(7.6k Reviews),Public,"Bangalore,Karnataka + 468 more",16 years old
4108,WNS,3.7,(7.3k Reviews),Private,"Mumbai,Maharashtra + 24 more",27 years old
4109,IndusInd Bank,3.8,(7.1k Reviews),Public,"Gurgaon/Gurugram,Haryana + 584 more",29 years old
4110,TCS,3.9,(53.3k Reviews),Public,"Mumbai,Maharashtra + 272 more",55 years old
4111,Accenture,4.1,(34.5k Reviews),Public,Dublin + 134 more,34 years old
4112,Cognizant,3.9,(31.6k Reviews),Private,Teaneck. New Jersey. + 103 more,29 years old
4113,ICICI Bank,4.1,(25.8k Reviews),Public,"Mumbai,Maharashtra + 1090 more",29 years old
4114,HDFC Bank,4.0,(25k Reviews),Public,"Mumbai,Maharashtra + 1308 more",29 years old
4115,Wipro,3.9,(24.9k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 227 more",78 years old
4116,Infosys,3.9,(23.6k Reviews),Public,"Bengaluru/Bangalore,Karnataka + 128 more",42 years old
4117,Capgemini,3.9,(21.7k Reviews),Public,Paris + 77 more,56 years old
4118,Tech Mahindra,3.7,(20.5k Reviews),Public,"Pune,Maharashtra + 214 more",37 years old
4119,Genpact,4.0,(19.8k Reviews),Public,"New York,New York + 70 more",26 years old
4120,HCLTech,3.8,(19k Reviews),Public,"Noida,Uttar Pradesh + 144 more",32 years old
4121,Amazon,4.2,(18.4k Reviews),Public,"Seattle,Washington + 388 more",29 years old
4122,Axis Bank,3.9,(17k Reviews),Public,"Mumbai,Maharashtra + 1136 more",30 years old
4123,IBM,4.1,(15.9k Reviews),Public,"Armonk,New York + 121 more",112 years old
4124,Concentrix Corpo...,4.0,(15.9k Reviews),Public,"Fremont,California + 73 more",40 years old
4125,Reliance Jio,4.1,(15.6k Reviews),Public,"Navi Mumbai,Maharashtra + 1032 more",16 years old
4126,Larsen & Toubro ...,4.0,(15k Reviews),Public,"Mumbai,Maharashtra + 533 more",77 years old
4127,HDB Financial Se...,4.0,(14.1k Reviews),Private,"Ahmedabad,Gujrat + 819 more",16 years old
4128,Vodafone Idea,4.2,(13.4k Reviews),Public,"Gandhinagar,Gujrat + 581 more",5 years old
4129,Teleperformance,3.6,(12.3k Reviews),Private,Paris + 125 more,45 years old
4130,Reliance Retail,4.2,(11.5k Reviews),Private,"Navi Mumbai,Maharashtra + 756 more",17 years old
4131,Kotak Mahindra B...,3.9,(10.7k Reviews),Public,"Mumbai,Maharashtra + 484 more",20 years old
4132,Deloitte,4.1,(10.1k Reviews),Private,"New York,New York + 132 more",178 years old
4133,Reliance Industr...,4.1,(10k Reviews),Public,"Navi Mumbai,Maharashtra + 511 more",50 years old
4134,BYJU'S,3.3,(9.7k Reviews),Private,"Bangalore,Karnataka + 267 more",12 years old
4135,Bharti Airtel,4.1,(9.6k Reviews),Public,"Gurgaon/Gurugram,Haryana + 541 more",28 years old
4136,Tata Motors,4.2,(9k Reviews),Public,"Pune,Maharashtra + 394 more",78 years old
4137,Flipkart,4.2,(7.6k Reviews),Public,"Bangalore,Karnataka + 468 more",16 years old
4138,WNS,3.7,(7.3k Reviews),Private,"Mumbai,Maharashtra + 24 more",27 years old
4139,IndusInd Bank,3.8,(7.1k Reviews),Public,"Gurgaon/Gurugram,Haryana + 584 more",29 years old
4140,TCS,3.9,(53.3k Reviews),Public,"Mumbai,Maharashtra + 272 more",55 years old
4141,Accenture,4.1,(34.5k Reviews),Public,Dublin + 134 more,34 years old
4142,Cognizant,3.9,(31.6k Reviews),Private,Teaneck. New Jersey. + 103 more,29 years old
4143,ICICI Bank,4.1,(25.8k Reviews),Public,"Mumbai,Maharashtra + 1090 more",29 years old
4144,HDFC Bank,4.0,(25k Reviews),Public,"Mumbai,Maharashtra + 1308 more",29 years old
4145,Wipro,3.9,(24.9k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 227 more",78 years old
4146,Infosys,3.9,(23.6k Reviews),Public,"Bengaluru/Bangalore,Karnataka + 128 more",42 years old
4147,Capgemini,3.9,(21.7k Reviews),Public,Paris + 77 more,56 years old
4148,Tech Mahindra,3.7,(20.5k Reviews),Public,"Pune,Maharashtra + 214 more",37 years old
4149,Genpact,4.0,(19.8k Reviews),Public,"New York,New York + 70 more",26 years old
4150,HCLTech,3.8,(19k Reviews),Public,"Noida,Uttar Pradesh + 144 more",32 years old
4151,Amazon,4.2,(18.4k Reviews),Public,"Seattle,Washington + 388 more",29 years old
4152,Axis Bank,3.9,(17k Reviews),Public,"Mumbai,Maharashtra + 1136 more",30 years old
4153,IBM,4.1,(15.9k Reviews),Public,"Armonk,New York + 121 more",112 years old
4154,Concentrix Corpo...,4.0,(15.9k Reviews),Public,"Fremont,California + 73 more",40 years old
4155,Reliance Jio,4.1,(15.6k Reviews),Public,"Navi Mumbai,Maharashtra + 1032 more",16 years old
4156,Larsen & Toubro ...,4.0,(15k Reviews),Public,"Mumbai,Maharashtra + 533 more",77 years old
4157,HDB Financial Se...,4.0,(14.1k Reviews),Private,"Ahmedabad,Gujrat + 819 more",16 years old
4158,Vodafone Idea,4.2,(13.4k Reviews),Public,"Gandhinagar,Gujrat + 581 more",5 years old
4159,Teleperformance,3.6,(12.3k Reviews),Private,Paris + 125 more,45 years old
4160,Reliance Retail,4.2,(11.5k Reviews),Private,"Navi Mumbai,Maharashtra + 756 more",17 years old
4161,Kotak Mahindra B...,3.9,(10.7k Reviews),Public,"Mumbai,Maharashtra + 484 more",20 years old
4162,Deloitte,4.1,(10.1k Reviews),Private,"New York,New York + 132 more",178 years old
4163,Reliance Industr...,4.1,(10k Reviews),Public,"Navi Mumbai,Maharashtra + 511 more",50 years old
4164,BYJU'S,3.3,(9.7k Reviews),Private,"Bangalore,Karnataka + 267 more",12 years old
4165,Bharti Airtel,4.1,(9.6k Reviews),Public,"Gurgaon/Gurugram,Haryana + 541 more",28 years old
4166,Tata Motors,4.2,(9k Reviews),Public,"Pune,Maharashtra + 394 more",78 years old
4167,Flipkart,4.2,(7.6k Reviews),Public,"Bangalore,Karnataka + 468 more",16 years old
4168,WNS,3.7,(7.3k Reviews),Private,"Mumbai,Maharashtra + 24 more",27 years old
4169,IndusInd Bank,3.8,(7.1k Reviews),Public,"Gurgaon/Gurugram,Haryana + 584 more",29 years old
4170,TCS,3.9,(53.3k Reviews),Public,"Mumbai,Maharashtra + 272 more",55 years old
